timestamp,open,high,low,close,volume,close_time,q_av,trades,tb_base_av,tb_quote_av,ignore
open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1704578400000,94.6480,94.6820,92.9380,93.4210,692259,1704581999999,64937577.8550,69521,319801,30007287.7370,0
1704582000000,93.4200,93.8950,92.1000,93.7990,1060928,1704585599999,98676999.1180,114303,532248,49531804.4850,0
1704585600000,93.7980,96.2920,93.5740,95.5570,1144333,1704589199999,108866144.4780,134301,554017,52698599.1340,0
1704589200000,95.5580,95.7440,94.0520,94.1720,794251,1704592799999,75404337.9070,92877,348714,33119806.1530,0
1704592800000,94.1720,95.1150,91.2600,92.3440,1434767,1704596399999,133395822.1900,153644,652243,60669700.6320,0
1704596400000,92.3400,93.4980,92.2550,92.9070,733234,1704599999999,68068940.3130,90354,379845,35265225.1800,0
1704600000000,92.9060,94.7680,92.8300,94.3740,902886,1704603599999,84770307.2900,104121,475124,44598141.7320,0
1704603600000,94.3740,95.6510,93.6020,94.0310,971628,1704607199999,91804277.4620,97919,468989,44328468.4270,0
1704607200000,94.0200,95.3380,93.6620,94.6810,839876,1704610799999,79388453.9780,85453,426019,40268497.2950,0
1704610800000,94.6910,95.3640,94.2600,95.2450,792831,1704614399999,75147423.5280,80802,416741,39504392.4890,0
1704614400000,95.2500,95.6250,93.6000,93.9590,874129,1704617999999,82769890.0240,93600,414489,39254597.3040,0
1704618000000,93.9530,94.3530,92.9060,93.1780,901368,1704621599999,84253366.7930,105757,436835,40844051.1110,0
1704621600000,93.1870,94.1660,93.1180,93.9040,549354,1704625199999,51482509.7620,61670,295831,27725780.5250,0
1704625200000,93.9070,95.1070,93.6100,94.5240,716857,1704628799999,67727685.9450,73334,341522,32265582.6060,0
1704628800000,94.5230,95.1000,93.6120,94.8860,840425,1704632399999,79472562.0270,86395,428254,40499989.1580,0
1704632400000,94.8870,96.4240,94.8020,96.1930,1243949,1704635999999,119211178.9990,132622,647392,62038930.4030,0
1704636000000,96.1930,96.7640,95.2900,96.0730,1037001,1704639599999,99555280.9940,113813,512032,49163055.4230,0
1704639600000,96.0720,96.0970,93.2410,93.9010,1300647,1704643199999,122927358.8230,143021,583301,55146803.1140,0
1704643200000,93.9010,94.7990,92.9500,93.3480,1099107,1704646799999,103174427.0650,126366,548639,51523488.7220,0
1704646800000,93.3470,94.7100,93.0260,94.2820,781073,1704650399999,73430087.5980,93938,386744,36356788.8290,0
1704650400000,94.2810,94.9930,94.1020,94.4690,441765,1704653999999,41814381.1330,52944,208460,19734502.3590,0
1704654000000,94.4640,94.9660,94.0000,94.7600,525229,1704657599999,49594305.3550,52983,260985,24646375.1990,0
1704657600000,94.7610,95.3200,93.8140,93.8730,478784,1704661199999,45289384.4560,56955,219377,20759196.5130,0
1704661200000,93.8730,94.4150,92.0270,92.7880,1076576,1704664799999,100140085.1740,108651,530414,49348472.1520,0
1704664800000,92.7890,92.8120,88.0000,89.2630,3261054,1704668399999,294024668.4120,298638,1460069,131691505.8710,0
1704668400000,89.2640,90.4290,87.5000,89.4140,2422697,1704671999999,215034061.9020,254539,1164924,103468526.8150,0
1704672000000,89.4140,90.0310,87.8640,88.4680,2138861,1704675599999,190247654.7770,239794,1041661,92690235.9760,0
1704675600000,88.4560,90.8630,88.2020,90.2230,1563527,1704679199999,140714913.3290,193164,803693,72324571.0790,0
1704679200000,90.2230,90.5500,87.1080,88.0450,2004974,1704682799999,177849885.0470,229505,923473,81943308.2250,0
1704682800000,88.0460,88.4790,85.1000,87.2560,2977794,1704686399999,257484381.4640,314639,1367001,118253563.1930,0
1704686400000,87.2490,89.3500,86.9120,89.0570,1017091,1704689999999,89620317.8840,120659,543871,47925572.0590,0
1704690000000,89.0570,89.5890,88.3010,89.2720,903288,1704693599999,80375404.9710,101957,433791,38606132.3320,0
1704693600000,89.2750,90.8040,88.7260,89.1460,1879368,1704697199999,168798488.8650,187824,906137,81412937.6450,0
1704697200000,89.1450,90.6930,88.7650,89.6590,1128717,1704700799999,101203096.4610,137762,596798,53515166.0970,0
1704700800000,89.6580,91.1990,89.5640,90.0360,972334,1704704399999,87934816.0950,120466,485614,43925608.7210,0
1704704400000,90.0380,90.5750,88.6460,89.2710,882190,1704707999999,79256254.0400,117335,392207,35255363.8250,0
1704708000000,89.2710,91.0840,88.9230,90.7420,943895,1704711599999,85103263.5830,121953,501257,45203049.7120,0
1704711600000,90.7410,92.1990,90.1510,92.1910,1285405,1704715199999,117164230.1610,155528,640967,58442927.3590,0
1704715200000,92.1900,94.2880,92.1490,94.0170,3381552,1704718799999,315795956.7910,347451,1727677,161369205.6500,0
1704718800000,94.0170,95.0000,93.3000,93.8530,2059732,1704722399999,194221594.4360,234117,954274,90010038.1810,0
1704722400000,93.8520,95.5640,93.4430,94.1430,1599700,1704725999999,151381853.1680,187034,765704,72461228.2150,0
1704726000000,94.1400,95.2250,93.5770,94.6350,1479382,1704729599999,139570551.2180,184218,739649,69798320.8100,0
1704729600000,94.6400,95.8300,93.6670,94.9510,1489889,1704733199999,141157421.6980,185006,710037,67283217.3650,0
1704733200000,94.9550,96.6840,94.5010,96.6010,1549189,1704736799999,147813321.9460,184513,787742,75185156.4040,0
1704736800000,96.5780,99.3290,96.3510,98.1990,3751532,1704740399999,366936393.9980,410062,1908776,186705516.8730,0
1704740400000,98.1980,99.9150,97.5870,99.2390,2824789,1704743999999,279303136.7330,297635,1311868,129760601.4000,0
1704744000000,99.2390,99.4080,96.5020,96.9350,2175553,1704747599999,212994898.2050,208958,919011,90005948.4800,0
1704747600000,96.9280,98.1960,96.5000,96.7410,1249892,1704751199999,121652372.9030,144297,662948,64540790.0570,0
1704751200000,96.7420,98.0440,96.4930,97.9960,736773,1704754799999,71544603.2610,86374,400308,38884243.8600,0
1704754800000,97.9970,98.7730,97.1610,97.9010,885922,1704758399999,86712021.7580,98775,453174,44367742.4780,0
1704758400000,97.9000,98.8400,95.2570,97.5070,2383155,1704761999999,231109675.0100,259758,1132062,109828565.6850,0
1704762000000,97.4980,98.1310,96.4190,97.0750,1073391,1704765599999,104311506.6070,130193,536846,52177510.7690,0
1704765600000,97.0750,99.0950,96.5380,98.5470,1079671,1704769199999,106040146.1740,125328,527655,51816739.5970,0
1704769200000,98.5470,99.8350,97.8000,99.8330,1399355,1704772799999,138475149.2460,144870,726604,71924151.5100,0
1704772800000,99.8220,103.9710,99.4640,103.3580,2943635,1704776399999,299990144.3160,331555,1555390,158501366.3070,0
1704776400000,103.3570,103.8880,101.4790,102.1800,1729845,1704779999999,177443931.7000,202587,803495,82436947.9330,0
1704780000000,102.1770,102.8330,101.1530,101.6830,1102412,1704783599999,112441687.2240,150494,539351,55020991.2700,0
1704783600000,101.6830,102.3170,100.6200,101.9000,1036673,1704787199999,105305526.5930,132525,522325,53065438.8610,0
1704787200000,101.9010,102.7170,100.5650,100.8810,1348568,1704790799999,137150149.1650,159603,618336,62914754.0350,0
1704790800000,100.8740,101.5870,99.5230,100.2700,1457452,1704794399999,146728210.7860,184906,676587,68136617.4290,0
1704794400000,100.2700,101.3400,99.7570,100.4880,956301,1704797999999,96149791.0100,123793,495050,49783472.2630,0
1704798000000,100.4890,102.3740,100.3960,101.8940,1255198,1704801599999,127475520.0230,172542,648411,65855124.5740,0
1704801600000,101.8950,102.3800,95.4570,98.4810,2649274,1704805199999,264476847.0020,279655,1200664,119958306.4030,0
1704805200000,98.5130,101.5450,98.1620,100.8110,2939601,1704808799999,294300606.9430,335280,1452453,145421687.3160,0
1704808800000,100.8100,102.3590,99.0000,99.3310,2337432,1704812399999,235354725.4800,268816,1120169,112843066.0360,0
1704812400000,99.3270,100.5900,98.5360,99.8040,1749765,1704815999999,174395129.8150,210129,886778,88398308.8800,0
1704816000000,99.8040,101.4770,99.3460,100.8940,1544920,1704819599999,155188309.7740,184928,765536,76909105.3830,0
1704819600000,100.8940,101.2960,99.4140,99.9030,1407532,1704823199999,141199301.8210,193214,701006,70313199.2380,0
1704823200000,99.9020,100.7460,99.3010,100.1060,1120462,1704826799999,112153290.2440,149314,572893,57342879.8900,0
1704826800000,100.0950,100.3660,98.1800,99.3230,1146453,1704830399999,113976730.7480,154440,545325,54232568.3130,0
1704830400000,99.3230,99.5070,96.5260,96.8730,1604688,1704833999999,156901222.6900,201880,736642,72045221.2890,0
1704834000000,96.8650,108.0000,95.4800,96.2800,8116928,1704837599999,807103043.0360,856107,4017933,400162579.4580,0
1704837600000,96.2870,100.0290,95.7830,99.5230,2253248,1704841199999,220840961.3620,292465,1154385,113125862.6140,0
1704841200000,99.5220,99.6460,97.3500,99.3470,1182771,1704844799999,116544764.4690,169947,569116,56089795.8230,0
1704844800000,99.3470,100.2600,98.0000,98.1640,1248591,1704848399999,123951444.1920,160261,595385,59106531.8000,0
1704848400000,98.1580,99.3500,97.5300,99.1750,710742,1704851999999,69884656.2700,93993,357382,35157499.4890,0
1704852000000,99.1710,100.0860,98.5390,98.9170,742847,1704855599999,73789656.1410,94415,374524,37198612.6240,0
1704855600000,98.9160,99.9780,98.7200,99.6710,565861,1704859199999,56343037.4540,73730,282467,28125729.2620,0
1704859200000,99.6760,100.4670,98.6270,98.8330,665558,1704862799999,66255155.9280,85833,312473,31119635.4150,0
1704862800000,98.8300,99.5170,98.7110,99.3770,425987,1704866399999,42203020.1550,56991,220638,21858558.5240,0
1704866400000,99.3790,99.3880,98.0530,98.8560,485570,1704869999999,47904874.6110,63253,225888,22288999.9180,0
1704870000000,98.8560,98.9860,98.0290,98.1590,442838,1704873599999,43548644.8430,55605,210394,20691493.1640,0
1704873600000,98.1570,98.2710,96.6260,96.7940,927268,1704877199999,90257648.2080,106048,424457,41313407.1270,0
1704877200000,96.7980,97.7380,96.2740,97.1030,1297337,1704880799999,125944809.4780,138188,666546,64716837.3460,0
1704880800000,97.0910,98.3230,96.9060,97.5000,765475,1704884399999,74674869.3880,91511,370641,36159026.9440,0
1704884400000,97.4990,97.9440,96.3500,97.3470,888605,1704887999999,86430020.0130,106758,423002,41154607.7100,0
1704888000000,97.3510,97.7500,92.1220,93.5980,4320615,1704891599999,408761508.3600,454926,1932103,182840847.1780,0
1704891600000,93.5980,95.1280,92.8780,93.7330,2048007,1704895199999,192702039.9670,270800,1046025,98433397.1790,0
1704895200000,93.7340,94.3530,92.3000,92.6480,1502816,1704898799999,140258218.6480,222905,708499,66141413.2920,0
1704898800000,92.6490,95.2820,92.2050,94.8030,2047614,1704902399999,191721696.1810,294707,1079221,101085149.4230,0
1704902400000,94.8000,95.1580,94.0000,94.5320,1126319,1704905999999,106511513.0740,181918,561168,53071855.4760,0
1704906000000,94.5310,96.8710,94.0000,96.8100,1414573,1704909599999,134994779.6250,200419,712434,68012895.1630,0
1704909600000,96.8070,98.3300,96.3140,97.8550,1766827,1704913199999,172198994.5310,269658,878091,85587840.0060,0
1704913200000,97.8540,98.3170,95.1780,96.3170,1853392,1704916799999,179175752.3460,281534,877224,84825009.9460,0
1704916800000,96.3170,96.9680,92.6260,96.5100,3261544,1704920399999,309913649.8550,473739,1604916,152545088.1760,0
1704920400000,96.5140,101.9690,95.3270,101.6540,4194860,1704923999999,412427553.1640,614218,2093932,205988331.7200,0
1704924000000,101.6520,104.5000,100.2720,103.3070,3262793,1704927599999,335329394.3110,411053,1612127,165742282.2950,0
